case_id,image_filename,image_height,image_width,strategy,tile_id,tile_name,tile_path,uses_reference,x1,x2,y1,y2
14,14.jpg,450,800,A,14_A_grid_1_0,grid_1_0,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/14_A_grid_1_0.jpg,False,304,800,0,279
14,14.jpg,450,800,A,14_A_grid_1_1,grid_1_1,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/14_A_grid_1_1.jpg,False,304,800,171,450
14,14.jpg,450,800,B,14_B_middle_lower_strip,middle_lower_strip,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/14_B_middle_lower_strip.jpg,False,0,800,157,383
14,14.jpg,450,800,B,14_B_lower_strip,lower_strip,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/14_B_lower_strip.jpg,False,0,800,247,450
14,14.jpg,450,800,C,14_C_anchor_0,anchor_0,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/14_C_anchor_0.jpg,False,264,592,0,450
14,14.jpg,450,800,D,14_D_center_broad,center_broad,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/14_D_center_broad.jpg,False,64,736,36,414
20,20.jpg,967,1433,A,20_A_grid_0_0,grid_0_0,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/20_A_grid_0_0.jpg,False,0,889,0,600
20,20.jpg,967,1433,A,20_A_grid_0_1,grid_0_1,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/20_A_grid_0_1.jpg,False,0,889,367,967
20,20.jpg,967,1433,A,20_A_grid_1_0,grid_1_0,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/20_A_grid_1_0.jpg,False,544,1433,0,600
20,20.jpg,967,1433,A,20_A_grid_1_1,grid_1_1,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/20_A_grid_1_1.jpg,False,544,1433,367,967
20,20.jpg,967,1433,B,20_B_middle_lower_strip,middle_lower_strip,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/20_B_middle_lower_strip.jpg,False,0,1433,338,822
20,20.jpg,967,1433,B,20_B_lower_strip,lower_strip,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/20_B_lower_strip.jpg,False,0,1433,531,967
20,20.jpg,967,1433,C,20_C_anchor_0,anchor_0,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/20_C_anchor_0.jpg,False,0,1433,0,967
20,20.jpg,967,1433,D,20_D_center_broad,center_broad,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/20_D_center_broad.jpg,False,114,1319,77,890
21,21.jpg,483,626,A,21_A_grid_0_0,grid_0_0,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/21_A_grid_0_0.jpg,False,0,389,0,300
21,21.jpg,483,626,A,21_A_grid_0_1,grid_0_1,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/21_A_grid_0_1.jpg,False,0,389,183,483
21,21.jpg,483,626,A,21_A_grid_1_0,grid_1_0,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/21_A_grid_1_0.jpg,False,237,626,0,300
21,21.jpg,483,626,A,21_A_grid_1_1,grid_1_1,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/21_A_grid_1_1.jpg,False,237,626,183,483
21,21.jpg,483,626,B,21_B_middle_lower_strip,middle_lower_strip,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/21_B_middle_lower_strip.jpg,False,0,626,169,411
21,21.jpg,483,626,B,21_B_lower_strip,lower_strip,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/21_B_lower_strip.jpg,False,0,626,265,483
21,21.jpg,483,626,C,21_C_anchor_0,anchor_0,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/21_C_anchor_0.jpg,False,0,582,0,468
21,21.jpg,483,626,C,21_C_anchor_1,anchor_1,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/21_C_anchor_1.jpg,False,310,626,0,414
21,21.jpg,483,626,D,21_D_center_broad,center_broad,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/21_D_center_broad.jpg,False,50,576,38,445
40,40.png,445,792,A,40_A_grid_0_0,grid_0_0,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/40_A_grid_0_0.png,False,0,492,0,276
40,40.png,445,792,A,40_A_grid_0_1,grid_0_1,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/40_A_grid_0_1.png,False,0,492,169,445
40,40.png,445,792,A,40_A_grid_1_0,grid_1_0,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/40_A_grid_1_0.png,False,300,792,0,276
40,40.png,445,792,A,40_A_grid_1_1,grid_1_1,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/40_A_grid_1_1.png,False,300,792,169,445
40,40.png,445,792,B,40_B_middle_lower_strip,middle_lower_strip,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/40_B_middle_lower_strip.png,False,0,792,155,379
40,40.png,445,792,B,40_B_lower_strip,lower_strip,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/40_B_lower_strip.png,False,0,792,244,445
40,40.png,445,792,C,40_C_anchor_0,anchor_0,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/40_C_anchor_0.png,False,0,792,0,445
40,40.png,445,792,D,40_D_center_broad,center_broad,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/40_D_center_broad.png,False,63,729,35,410
42,42.png,945,1920,A,42_A_grid_0_0,grid_0_0,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/42_A_grid_0_0.png,False,0,1191,0,586
42,42.png,945,1920,A,42_A_grid_0_1,grid_0_1,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/42_A_grid_0_1.png,False,0,1191,359,945
42,42.png,945,1920,A,42_A_grid_1_0,grid_1_0,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/42_A_grid_1_0.png,False,729,1920,0,586
42,42.png,945,1920,A,42_A_grid_1_1,grid_1_1,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/42_A_grid_1_1.png,False,729,1920,359,945
42,42.png,945,1920,B,42_B_middle_lower_strip,middle_lower_strip,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/42_B_middle_lower_strip.png,False,0,1920,330,804
42,42.png,945,1920,B,42_B_lower_strip,lower_strip,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/42_B_lower_strip.png,False,0,1920,519,945
42,42.png,945,1920,C,42_C_anchor_0,anchor_0,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/42_C_anchor_0.png,False,0,1920,0,945
42,42.png,945,1920,D,42_D_center_broad,center_broad,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/42_D_center_broad.png,False,153,1767,75,870
44,44.jpg,1887,3351,A,44_A_grid_0_0,grid_0_0,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/44_A_grid_0_0.jpg,False,0,2078,0,1170
44,44.jpg,1887,3351,A,44_A_grid_0_1,grid_0_1,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/44_A_grid_0_1.jpg,False,0,2078,717,1887
44,44.jpg,1887,3351,A,44_A_grid_1_0,grid_1_0,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/44_A_grid_1_0.jpg,False,1273,3351,0,1170
44,44.jpg,1887,3351,A,44_A_grid_1_1,grid_1_1,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/44_A_grid_1_1.jpg,False,1273,3351,717,1887
44,44.jpg,1887,3351,B,44_B_middle_lower_strip,middle_lower_strip,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/44_B_middle_lower_strip.jpg,False,0,3351,660,1604
44,44.jpg,1887,3351,B,44_B_lower_strip,lower_strip,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/44_B_lower_strip.jpg,False,0,3351,1037,1887
44,44.jpg,1887,3351,C,44_C_anchor_0,anchor_0,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/44_C_anchor_0.jpg,False,522,2072,897,1887
44,44.jpg,1887,3351,C,44_C_anchor_1,anchor_1,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/44_C_anchor_1.jpg,False,0,1180,194,1440
44,44.jpg,1887,3351,C,44_C_anchor_2,anchor_2,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/44_C_anchor_2.jpg,False,1761,3351,176,1143
44,44.jpg,1887,3351,D,44_D_center_broad,center_broad,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/44_D_center_broad.jpg,False,268,3083,150,1737
53,53.jpg,1181,2048,A,53_A_grid_0_0,grid_0_0,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/53_A_grid_0_0.jpg,False,0,1270,0,733
