tile_id,case_id,image_filename,strategy,json_valid,json_error,runtime_error,detection_count,accepted_count,rejected_count,elapsed_seconds,raw_response_hash,tile_path
14_A_grid_1_0,14,14.jpg,A,True,,,1,0,1,3.326,d62330e83d1d5709d007db69dd135ced6734e9bad4b1bc134dc06f75445046cb,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/14_A_grid_1_0.jpg
14_A_grid_1_1,14,14.jpg,A,True,,,1,0,1,3.16,2ca3c63e6c69b9759970b3c07923a4e7381105cf0c3cbf7e7dca355d2e397226,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/14_A_grid_1_1.jpg
14_B_middle_lower_strip,14,14.jpg,B,True,,,1,0,1,2.974,dbefa23e3c4d9e29756ed2e51432618a455f4e6c891aedc1ec5c882ed616d7c8,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/14_B_middle_lower_strip.jpg
14_B_lower_strip,14,14.jpg,B,True,,,1,0,1,3.1,9e708ca01328544d236ce6b4dacb2dced08f659f27f58528fbae7404b08f9b75,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/14_B_lower_strip.jpg
14_C_anchor_0,14,14.jpg,C,True,,,1,0,1,3.304,a6bad0c364b2869977e8f437846283d29abfae054a108bc5075b9679f3aba741,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/14_C_anchor_0.jpg
14_D_center_broad,14,14.jpg,D,True,,,1,0,1,3.362,39f4082cf3f1ec4e8776f65c86db950dbace9ea977fc50f0c245544dd870ef58,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/14_D_center_broad.jpg
20_A_grid_0_0,20,20.jpg,A,True,,,1,0,1,3.543,e4e68af856c825eca1ee501c49c01ac9c4e76e6c21f8f46fdfa1dd154b4e286d,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/20_A_grid_0_0.jpg
20_A_grid_0_1,20,20.jpg,A,True,,,1,0,1,3.348,787d65c23cafc55f090aab42c0dc7c53207fe82c6e19263579a1572514eaaaf9,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/20_A_grid_0_1.jpg
20_A_grid_1_0,20,20.jpg,A,True,,,1,0,1,3.23,b545e554d7cc51208fcede6ba62fd5760c7bb7f886794894d3159e3e62631fc5,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/20_A_grid_1_0.jpg
20_A_grid_1_1,20,20.jpg,A,True,,,2,0,2,6.537,b7b933387b140636b161fa1f8de3766c95a0b91061ef72cc78571497685c88e2,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/20_A_grid_1_1.jpg
20_B_middle_lower_strip,20,20.jpg,B,True,,,1,0,1,3.355,2655bd5ba708b6ab0855cf1b7c9dea7511aa3f5ebbd72e601f3a946b913a9d47,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/20_B_middle_lower_strip.jpg
20_B_lower_strip,20,20.jpg,B,True,,,1,0,1,3.189,b0651773509855010a18c3e1c4f01b418be4a6ebb09450dc13f1125146ca05da,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/20_B_lower_strip.jpg
20_C_anchor_0,20,20.jpg,C,True,,,1,0,1,5.035,f93cca2e4979e7cbf92ef835bef1e48621033d302d67705d8fd23ea6afd2b09c,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/20_C_anchor_0.jpg
20_D_center_broad,20,20.jpg,D,True,,,1,0,1,3.465,954146aa0f55d6d2797152bc3247279e0783624accaf0fdaffd308fdf15936ed,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/20_D_center_broad.jpg
21_A_grid_0_0,21,21.jpg,A,True,,,1,0,1,3.009,f43b6cb4536ad4d5905a5d6458e7f0aacf71819064af5a0c8eb50a9d31dd6c20,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/21_A_grid_0_0.jpg
21_A_grid_0_1,21,21.jpg,A,True,,,3,0,3,13.328,4f5b1b9e048d390038ac8bbc76bf914c33a5e1f372a400b16010da5a2095268d,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/21_A_grid_0_1.jpg
21_A_grid_1_0,21,21.jpg,A,True,,,2,0,2,5.458,6f0a929e22d0bead65bc207252cd180d4a008df9dc5014ae607a9f22adae2bf7,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/21_A_grid_1_0.jpg
21_A_grid_1_1,21,21.jpg,A,True,,,2,0,2,5.841,fd9d05e2422ea488445491867faa0be177d55837558e3b1097af79c1b5f0fe4e,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/21_A_grid_1_1.jpg
21_B_middle_lower_strip,21,21.jpg,B,True,,,2,0,2,9.574,04c64b5803e48f532ffd9052dfb5e21514226b52052ea9f950f98b857668e30d,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/21_B_middle_lower_strip.jpg
21_B_lower_strip,21,21.jpg,B,True,,,3,0,3,15.878,a7f3a56bdf87920422255ae449e20cd1da4c6884f8cf3682c56098ad5e513359,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/21_B_lower_strip.jpg
21_C_anchor_0,21,21.jpg,C,True,,,3,0,3,8.564,ad80c39687dda7840d50491fa4f2c573e7ccd2f631a10214b3bfcf8504da96e6,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/21_C_anchor_0.jpg
21_C_anchor_1,21,21.jpg,C,True,,,3,0,3,8.243,140f4ff936c785aa42c0683a48827c32274d2292238a148f7d7b16847d33a7a9,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/21_C_anchor_1.jpg
21_D_center_broad,21,21.jpg,D,True,,,2,0,2,8.356,fe6114d704032c0edb5394995aa044113dc815c204c1d0e865601bf34e40f529,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/21_D_center_broad.jpg
40_A_grid_0_0,40,40.png,A,True,,,0,0,0,0.346,06ec5223328ef9baf23bee2f41139677e1e71bea438b4e78fa74170aeb1738af,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/40_A_grid_0_0.png
40_A_grid_0_1,40,40.png,A,True,,,0,0,0,0.36,06ec5223328ef9baf23bee2f41139677e1e71bea438b4e78fa74170aeb1738af,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/40_A_grid_0_1.png
40_A_grid_1_0,40,40.png,A,True,,,0,0,0,0.356,06ec5223328ef9baf23bee2f41139677e1e71bea438b4e78fa74170aeb1738af,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/40_A_grid_1_0.png
40_A_grid_1_1,40,40.png,A,True,,,0,0,0,0.347,06ec5223328ef9baf23bee2f41139677e1e71bea438b4e78fa74170aeb1738af,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/40_A_grid_1_1.png
40_B_middle_lower_strip,40,40.png,B,True,,,0,0,0,1.357,06ec5223328ef9baf23bee2f41139677e1e71bea438b4e78fa74170aeb1738af,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/40_B_middle_lower_strip.png
40_B_lower_strip,40,40.png,B,True,,,0,0,0,0.357,06ec5223328ef9baf23bee2f41139677e1e71bea438b4e78fa74170aeb1738af,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/40_B_lower_strip.png
40_C_anchor_0,40,40.png,C,True,,,0,0,0,0.379,06ec5223328ef9baf23bee2f41139677e1e71bea438b4e78fa74170aeb1738af,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/40_C_anchor_0.png
40_D_center_broad,40,40.png,D,True,,,0,0,0,0.359,06ec5223328ef9baf23bee2f41139677e1e71bea438b4e78fa74170aeb1738af,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/40_D_center_broad.png
42_A_grid_0_0,42,42.png,A,True,,,1,0,1,3.021,97c7a4a8317fbe3966b360d5b3b03d4b5e2a1c0b38b6ccef42519197f43e611b,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/42_A_grid_0_0.png
42_A_grid_0_1,42,42.png,A,True,,,1,1,0,3.327,aaa25f18d3b77a4fab3de7d68d6f2ca62813453ae43a2e1ff968c31bcbd7aece,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/42_A_grid_0_1.png
42_A_grid_1_0,42,42.png,A,True,,,2,0,2,6.575,b7bcda5f7016d44840180f4af2df092c1dab3dda5e9acbe38c0718c03e9c47cb,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/42_A_grid_1_0.png
42_A_grid_1_1,42,42.png,A,True,,,1,1,0,3.338,527c2c6e302194761c5dab0a1d9d34e3a11639a7432718ca33ab943c7cd0b486,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/42_A_grid_1_1.png
42_B_middle_lower_strip,42,42.png,B,True,,,1,0,1,3.495,f0ef763c58ca7acfd653452f3dbd5c65f30b6be85863f01d5434f402e7247f08,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/42_B_middle_lower_strip.png
42_B_lower_strip,42,42.png,B,True,,,1,0,1,3.458,1ef8b9c10aea21fe64f1b163d7a7ffb88faaec17ab254f010302b8dacc18a818,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/42_B_lower_strip.png
42_C_anchor_0,42,42.png,C,True,,,1,1,0,3.648,92df23dee33fc0be969a76342fad6defad7c2a6081da222491b12774f53f856e,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/42_C_anchor_0.png
42_D_center_broad,42,42.png,D,True,,,1,0,1,3.529,ece808ae306263b4d9b52ed98a056141743ae127ed311e06dbbe5181550e7a75,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/42_D_center_broad.png
44_A_grid_0_0,44,44.jpg,A,True,,,2,2,0,7.466,2537796755534d54c64d51dcde865f83b705e2991e033e50f63ae164bab29f40,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/44_A_grid_0_0.jpg
44_A_grid_0_1,44,44.jpg,A,True,,,5,5,0,13.409,cce1141fbeac2c4177aa7e431440623f72e2e971d0b5e83cadb83aefff3b436b,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/44_A_grid_0_1.jpg
44_A_grid_1_0,44,44.jpg,A,True,,,3,1,2,7.608,44b81cc2331eff87e8f82f04b3a43b04ba768648cd81a8e629c5d1422697d5cf,/home/williambenitez1/Capstone_worktrees/1.2_feat__qwen3-vl-8b-instruct__two-pass-refinement/docs/prompt-lab/qwen-v015-human-report-strategy/experiments/automation/human_report_challenge_v2_prompt_iteration_workflow/cycle_001/main_promotion/v017b_prompt_only_main_promotion/v050_fp8_non_oracle_tiling_crop_recovery/tile_outputs/local_only_tiles/44_A_grid_1_0.jpg
